            477, 478, 477, 478, 477, 478, 477, 478, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 477, 478, 477, 478, 477, 478, 477, 478,
            469, 470, 469, 470, 469, 470, 469, 470, 2, 2, 2, 525, 579, 580, 526, 526, 526, 527, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 469, 470, 469, 470, 469, 470, 469, 470,
            477, 478, 477, 478, 477, 478, 477, 478, 2, 2, 2, 533, 587, 588, 534, 534, 534, 535, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 477, 478, 477, 478, 477, 478, 477, 478,
            469, 470, 469, 470, 469, 470, 469, 470, 2, 2, 2, 533, 534, 534, 534, 534, 534, 535, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 469, 470, 469, 470, 469, 470, 469, 470,
            477, 478, 477, 478, 477, 478, 477, 478, 2, 2, 2, 541, 528, 528, 557, 578, 558, 544, 2, 2, 2, 2, 2, 2, 2, 2, 463, 464, 477, 478, 477, 478, 477, 478, 477, 478,
            469, 470, 469, 470, 469, 470, 469, 470, 2, 2, 2, 551, 536, 536, 565, 586, 566, 552, 2, 2, 2, 2, 2, 2, 2, 2, 471, 472, 469, 470, 469, 470, 469, 470, 469, 470,
            477, 478, 477, 478, 477, 478, 477, 478, 463, 464, 2, 5, 5, 5, 4, 514, 2, 2, 2, 2, 2, 2, 2, 2, 463, 464, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478,
            469, 470, 469, 470, 469, 470, 469, 470, 471, 472, 2, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470,
            477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 463, 464, 463, 464, 463, 464, 463, 464, 463, 464, 463, 464, 463, 464, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478,
            469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470,
            477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478,
            469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470,
            477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478,
            469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470, 469, 470,
            477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478, 477, 478,
